date,price
2017-01-02,8121.779487179487
2017-01-03,7977.466666666666
2017-01-04,7941.180995475113
2017-01-05,8093.54748603352
2017-01-06,7814.241860465117
2017-01-09,7333.125
2017-01-10,7561.179894179894
2017-01-11,7279.2835820895525
2017-01-12,7284.494736842105
2017-01-13,7504.418848167539
2017-01-16,7524.7
2017-01-17,7325.633165829146
2017-01-18,7366.787037037037
2017-01-19,7458.757575757576
2017-01-20,7951.887323943662
2017-01-23,7588.14375
2017-01-24,7186.388127853881
2017-01-25,7315.246575342466
2017-01-26,7821.75
2017-01-27,7422.989189189189
2017-01-30,7026.2322834645665
2017-01-31,7011.351598173516
2017-02-01,6829.856
2017-02-02,6778.710843373494
2017-02-03,6681.389961389961
2017-02-06,6460.241877256318
2017-02-07,6087.118081180812
2017-02-08,6019.571929824561
2017-02-09,5862.479553903346
2017-02-10,6071.450216450216
2017-02-13,5834.0
2017-02-14,5773.9866220735785
2017-02-15,5797.877483443709
2017-02-16,6186.153846153846
2017-02-17,5948.3026315789475
2017-02-20,5901.7594936708865
2017-02-21,5684.827814569537
2017-02-22,5594.077151335312
2017-02-23,5649.816053511706
2017-02-24,7213.260869565217
2017-02-27,5216.638888888889
2017-02-28,5415.201807228916
2017-03-01,5274.961432506887
2017-03-02,5395.333333333333
2017-03-03,5422.343434343435
2017-03-06,5429.807792207792
2017-03-07,5389.259259259259
2017-03-08,5482.664438502674
2017-03-09,5572.385386819485
2017-03-10,5380.927170868347
2017-03-13,5819.819672131148
2017-03-14,5377.778156996587
2017-03-15,5311.5716216216215
2017-03-16,5274.513774104683
2017-03-17,5509.974402730375
2017-03-20,5520.247474747474
2017-03-21,5674.935309973046
2017-03-22,5767.971604938271
2017-03-23,6005.101736972705
2017-03-24,5897.456467661692
2017-03-27,5943.153179190752
2017-03-28,5796.36974789916
2017-03-29,5890.375555555555
2017-03-30,5917.249090909091
2017-03-31,6004.360236220473
2017-04-03,5985.494680851064
2017-04-04,5949.288888888889
2017-04-05,5984.871575342466
2017-04-06,5985.594666666667
2017-04-07,5892.358620689655
2017-04-10,5884.825436408977
2017-04-11,5905.309523809524
2017-04-12,6009.200495049505
2017-04-13,5995.16125
2017-04-14,5842.140211640211
2017-04-17,5991.813580246913
2017-04-18,5945.533816425121
2017-04-19,5929.049160671463
2017-04-20,5887.105459057072
2017-04-21,5889.09462915601
2017-04-24,5812.8158567774935
2017-04-25,5803.326530612245
2017-04-26,5840.225
2017-04-27,5817.843243243243
2017-04-28,5788.269480519481
2017-05-01,5622.794117647059
2017-05-02,5791.325870646766
2017-05-03,5713.743932038835
2017-05-04,5734.515463917526
2017-05-05,5748.888753056235
2017-05-08,5721.582887700535
2017-05-09,5662.028985507246
2017-05-10,5888.844907407408
2017-05-11,5798.134375
2017-05-12,5649.321937321937
2017-05-15,5851.696385542169
2017-05-16,5816.238961038961
2017-05-17,5745.315445026178
2017-05-18,5781.8696236559135
2017-05-19,5731.8310991957105
2017-05-22,5706.704
2017-05-23,5681.005509641874
2017-05-24,5706.3935897435895
2017-05-25,5758.496575342466
2017-05-26,5689.616368286445
2017-05-29,5549.879781420765
2017-05-30,5492.360946745562
2017-05-31,5507.544642857143
2017-06-01,5506.850328947368
2017-06-02,5446.578358208955
2017-06-05,5487.636363636364
2017-06-06,5362.174904942965
2017-06-07,5497.907063197026
2017-06-08,5475.837883959044
2017-06-09,5539.333333333333
2017-06-12,5457.950331125828
2017-06-13,5544.570967741935
2017-06-14,5454.706896551724
2017-06-15,5536.357651245552
2017-06-16,5444.188059701492
2017-06-19,5449.797687861272
2017-06-20,5391.9
2017-06-21,5271.14406779661
2017-06-22,5284.234285714286
2017-06-23,5273.3633540372675
2017-06-26,5438.934426229508
2017-06-27,5311.773809523809
2017-06-28,5289.940298507463
2017-06-29,5369.945512820513
2017-06-30,5445.156521739131
2017-07-03,5317.684684684685
2017-07-04,5483.368217054263
2017-07-05,5433.049853372434
2017-07-06,5434.679300291546
2017-07-07,5377.185294117647
2017-07-10,5328.378048780488
2017-07-11,5323.884393063584
2017-07-12,5279.658753709199
2017-07-13,5332.034591194969
2017-07-14,5410.309090909091
2017-07-17,5402.183734939759
2017-07-18,5359.263473053892
2017-07-19,5322.66391184573
2017-07-20,5312.671597633136
2017-07-21,5334.9807692307695
2017-07-24,5382.675595238095
2017-07-25,5294.170731707317
2017-07-26,5243.580128205128
2017-07-27,5323.388679245283
2017-07-28,5255.836236933798
2017-07-31,5277.906666666667
2017-08-01,5320.788778877888
2017-08-02,5198.876876876877
2017-08-03,5266.051136363636
2017-08-04,5267.578313253012
2017-08-07,5947.632
2017-08-08,5512.157258064516
2017-08-09,5411.675862068965
2017-08-10,5384.737125748503
2017-08-11,5431.4537037037035
2017-08-14,5592.17627118644
2017-08-15,5848.436363636363
2017-08-16,5484.084084084084
2017-08-17,5593.268817204301
2017-08-18,5518.904069767442
2017-08-21,5680.502325581396
2017-08-22,5641.970695970696
2017-08-23,5541.929936305733
2017-08-24,5630.84705882353
2017-08-25,5785.559405940594
2017-08-28,5727.314199395771
2017-08-29,5738.389937106918
2017-08-30,5888.66095890411
2017-08-31,5795.11320754717
2017-09-01,5717.031055900621
2017-09-04,5689.619047619048
2017-09-05,5859.574468085107
2017-09-06,5698.550161812298
2017-09-07,5720.336309523809
2017-09-08,5717.330484330484
2017-09-11,5751.799392097264
2017-09-12,5683.7692307692305
2017-09-13,5762.403278688525
2017-09-14,5736.394578313253
2017-09-15,5787.21021021021
2017-09-18,5707.55652173913
2017-09-19,5782.057761732852
2017-09-20,5813.774319066148
2017-09-21,5706.333333333333
2017-09-22,5654.896894409938
2017-09-25,5626.4361370716515
2017-09-26,5602.510903426792
2017-09-27,5620.993670886076
2017-09-28,5465.7180451127815
2017-09-29,5682.326086956522
2017-10-02,5791.207692307692
2017-10-03,5551.888554216867
2017-10-04,5491.515060240964
2017-10-05,5437.065934065934
2017-10-06,5440.458333333333
2017-10-09,5326.414201183432
2017-10-10,5358.006172839506
2017-10-11,5262.205202312139
2017-10-12,5239.417682926829
2017-10-13,5246.240579710145
2017-10-16,5333.0
2017-10-17,5502.679069767441
2017-10-18,5689.939597315436
2017-10-19,6098.106060606061
2017-10-20,5580.32967032967
2017-10-23,5218.880368098159
2017-10-24,5226.0875
2017-10-25,5151.347953216375
2017-10-26,5154.181538461538
2017-10-27,5231.4671052631575
2017-10-30,5084.479623824452
2017-10-31,4949.859154929577
2017-11-01,4833.779661016949
2017-11-02,4941.5
2017-11-03,4916.774647887324
2017-11-06,4930.54347826087
2017-11-07,4912.042296072507
2017-11-08,4839.149709302325
2017-11-09,4921.103151862464
2017-11-10,4887.42776203966
2017-11-13,4968.932352941177
2017-11-14,4909.69340974212
2017-11-15,4898.814814814815
2017-11-16,4931.21671388102
2017-11-17,4878.704022988506
2017-11-20,4947.621212121212
2017-11-21,4849.297507788162
2017-11-22,4803.517571884984
2017-11-23,4892.88782051282
2017-11-24,4814.963087248322
2017-11-27,4810.777108433735
2017-11-28,4870.051987767584
2017-11-29,4773.984949832776
2017-11-30,4810.834951456311
2017-12-01,4839.546511627907
2017-12-04,4717.033434650456
2017-12-05,4704.91373801917
2017-12-06,4734.643312101911
2017-12-07,4595.776699029127
2017-12-08,4560.624595469256
2017-12-11,4506.7340067340065
2017-12-12,4482.357142857143
2017-12-13,4457.883870967742
2017-12-14,4495.872131147541
2017-12-15,4404.053872053872
2017-12-18,4676.316666666667
2017-12-19,4468.604575163398
2017-12-20,4521.7806451612905
2017-12-21,4581.840677966102
2017-12-22,4668.433656957929
2017-12-25,4862.671532846715
2017-12-26,4530.77508650519
2017-12-27,4454.679794520548
2017-12-28,4422.660066006601
2017-12-29,4498.704778156996
2018-01-01,4573.681274900398
2018-01-02,4498.526923076923
2018-01-03,4571.6475095785445
2018-01-04,4472.773722627737
2018-01-05,4438.653721682848
2018-01-08,4440.782178217822
2018-01-09,4351.526755852843
2018-01-10,4334.145110410094
2018-01-11,4290.531847133758
2018-01-12,4390.302250803858
2018-01-15,4555.892241379311
2018-01-16,4543.045643153527
2018-01-17,4307.612903225807
2018-01-18,4263.035256410257
2018-01-19,4203.364197530864
2018-01-22,4200.882352941177
2018-01-23,4204.920634920635
2018-01-24,4236.951768488746
2018-01-25,4199.5518394648825
2018-01-26,4874.476190476191
2018-01-29,4227.351906158357
2018-01-30,4245.968858131488
2018-01-31,4282.163701067616
2018-02-01,4265.570336391437
2018-02-02,4200.864942528736
2018-02-05,4183.899425287356
2018-02-06,4179.889212827989
2018-02-07,4191.440828402367
2018-02-08,4146.634146341464
2018-02-09,4168.36974789916
2018-02-12,4162.640350877193
2018-02-13,4328.634259259259
2018-02-14,4243.069565217392
2018-02-15,4070.9892086330933
2018-02-16,4070.103274559194
2018-02-19,4295.328719723183
2018-02-20,4211.890710382514
2018-02-21,4158.3045685279185
2018-02-22,4105.3730964467
2018-02-23,4133.305418719212
2018-02-26,4021.4632911392405
2018-02-27,3950.0538461538463
2018-02-28,3963.7239583333335
2018-03-01,3966.0346153846153
2018-03-02,4469.745762711865
2018-03-05,4082.7751322751324
2018-03-06,4197.4473684210525
2018-03-07,3944.757793764988
2018-03-08,4014.6645885286785
2018-03-09,4013.8731155778896
2018-03-12,3914.304187192118
2018-03-13,3914.988578680203
2018-03-14,3864.375903614458
2018-03-15,3915.7456359102243
2018-03-16,3960.9236276849642
2018-03-19,3994.7543352601156
2018-03-20,3888.2151589242053
2018-03-21,3836.5835322195703
2018-03-22,3853.80626450116
