date,price
2017-01-02,1611.4327925840093
2017-01-03,1612.114935822637
2017-01-04,1606.3602339181286
2017-01-05,1611.3996350364964
2017-01-06,1620.9522184300342
2017-01-09,1616.945740956826
2017-01-10,1624.4341637010675
2017-01-11,1622.73504784689
2017-01-12,1629.0067985166872
2017-01-13,1623.6688311688313
2017-01-16,1592.8373239436619
2017-01-17,1594.3311081441923
2017-01-18,1610.3416965352449
2017-01-19,1621.4890510948906
2017-01-20,1621.7858472998137
2017-01-23,1672.246699669967
2017-01-24,1631.1917067307693
2017-01-25,1627.158181818182
2017-01-26,1579.1408045977012
2017-01-27,1608.8059895833333
2017-01-30,1636.0987804878048
2017-01-31,1632.0995024875622
2017-02-01,1625.5397039030956
2017-02-02,1643.83378746594
2017-02-03,1638.4383202099737
2017-02-06,1666.030303030303
2017-02-07,1665.9794801641588
2017-02-08,1643.3539944903582
2017-02-09,1670.847645429363
2017-02-10,1645.788268955651
2017-02-13,1665.1279683377309
2017-02-14,1642.1208791208792
2017-02-15,1651.5959004392387
2017-02-16,1663.9405405405405
2017-02-17,1648.1051212938005
2017-02-20,1678.8192307692307
2017-02-21,1645.7824267782428
2017-02-22,1647.031383737518
2017-02-23,1677.7835497835497
2017-02-24,1651.5971014492754
2017-02-27,1662.271954674221
2017-02-28,1651.1822289156626
2017-03-01,1638.506588579795
2017-03-02,1640.0931677018634
2017-03-03,1644.4441176470589
2017-03-06,1655.0644216691069
2017-03-07,1644.4436201780416
2017-03-08,1621.376119402985
2017-03-09,1644.3359375
2017-03-10,1647.8150572831423
2017-03-13,1624.2961275626424
2017-03-14,1627.1175373134329
2017-03-15,1608.4603174603174
2017-03-16,1623.7017828200972
2017-03-17,1607.22009569378
2017-03-20,1624.884437596302
2017-03-21,1632.872641509434
2017-03-22,1600.2413793103449
2017-03-23,1619.679365079365
2017-03-24,1616.486928104575
2017-03-27,1626.5246153846153
2017-03-28,1607.625412541254
2017-03-29,1557.8179916317993
2017-03-30,1630.6736
2017-03-31,1598.3658119658119
2017-04-03,1660.921052631579
2017-04-04,1644.6233766233765
2017-04-05,1606.009633911368
2017-04-06,1647.9596638655462
2017-04-07,1633.0798548094374
2017-04-10,1640.1650406504066
2017-04-11,1651.8578595317726
2017-04-12,1608.5961227786752
2017-04-13,1629.7131011608624
2017-04-14,1582.8450704225352
2017-04-17,1632.8112903225806
2017-04-18,1627.6801346801346
2017-04-19,1615.133012820513
2017-04-20,1641.0924764890283
2017-04-21,1637.8419301164724
2017-04-24,1629.879365079365
2017-04-25,1616.1
2017-04-26,1603.7170818505338
2017-04-27,1626.7967332123412
2017-04-28,1610.5895117540688
2017-05-01,1576.3573113207547
2017-05-02,1627.9740680713128
2017-05-03,1614.3677966101695
2017-05-04,1614.7239669421488
2017-05-05,1623.049822064057
2017-05-08,1631.2959866220735
2017-05-09,1601.511586452763
2017-05-10,1655.388211382114
2017-05-11,1625.8818181818183
2017-05-12,1623.311444652908
2017-05-15,1615.2507987220447
2017-05-16,1607.1372881355933
2017-05-17,1594.8258785942492
2017-05-18,1596.1212624584718
2017-05-19,1603.6189710610931
2017-05-22,1615.820472440945
2017-05-23,1600.7703826955076
2017-05-24,1597.7472178060414
2017-05-25,1611.2016666666666
2017-05-26,1606.3467741935483
2017-05-29,1614.40192926045
2017-05-30,1598.3520408163265
2017-05-31,1611.162257495591
2017-06-01,1607.6911519198663
2017-06-02,1615.778156996587
2017-06-05,1615.103626943005
2017-06-06,1612.1103678929767
