date,price
2017-01-02,1865.8882352941177
2017-01-03,1835.6097560975609
2017-01-04,1826.7222222222222
2017-01-05,1877.969512195122
2017-01-06,1899.2485207100592
2017-01-09,1839.344827586207
2017-01-10,1863.1225806451612
2017-01-11,1882.342105263158
2017-01-12,1876.4935897435898
2017-01-13,1870.319526627219
2017-01-16,1841.0245398773006
2017-01-17,1878.4429530201342
2017-01-18,1837.0184049079755
2017-01-19,1973.861788617886
2017-01-20,1839.0441176470588
2017-01-23,1862.4851485148515
2017-01-24,1858.782894736842
2017-01-25,1926.108843537415
2017-01-26,1927.2380952380952
2017-01-27,1935.2711864406779
2017-01-30,1925.5174418604652
2017-01-31,1898.4172661870505
2017-02-01,1966.2547770700637
2017-02-02,1976.651612903226
2017-02-03,1984.70987654321
2017-02-06,1984.3116883116884
2017-02-07,1993.3716216216217
2017-02-08,1997.4874213836479
2017-02-09,1959.58
2017-02-10,2019.478527607362
2017-02-13,2008.4347826086957
2017-02-14,1956.2049689440994
2017-02-15,1981.331081081081
2017-02-16,1986.8365384615386
2017-02-17,1995.75
2017-02-20,1921.076923076923
2017-02-21,1932.8918918918919
2017-02-22,1983.1842105263158
2017-02-23,1948.3306451612902
2017-02-24,2072.5714285714284
2017-02-27,1916.5962732919254
2017-02-28,1896.4383561643835
2017-03-01,1928.8417721518988
2017-03-02,1904.4254658385094
2017-03-03,1888.1907514450868
2017-03-06,1916.7611464968154
2017-03-07,1844.8801369863013
2017-03-08,1881.9938271604938
2017-03-09,1875.125
2017-03-10,1915.7755102040817
2017-03-13,1930.642857142857
2017-03-14,1923.1061946902655
2017-03-15,1891.281690140845
2017-03-16,1860.3257575757575
2017-03-17,1916.1652173913044
2017-03-20,1863.2565789473683
2017-03-21,1829.9714285714285
2017-03-22,1821.299319727891
2017-03-23,1867.3938356164383
2017-03-24,1904.8668831168832
2017-03-27,1894.5416666666667
2017-03-28,1898.6911764705883
2017-03-29,1806.5844155844156
2017-03-30,1904.5657894736842
2017-03-31,1901.935064935065
2017-04-03,1932.3065693430658
2017-04-04,1987.2173913043478
2017-04-05,1812.0727272727272
2017-04-06,1889.265625
2017-04-07,1879.137323943662
2017-04-10,1844.2066666666667
2017-04-11,1867.7441860465117
2017-04-12,1911.219008264463
2017-04-13,1863.4074074074074
