date,price
2017-01-02,1867.6108829568789
2017-01-03,1862.1107660455486
2017-01-04,1866.5164271047229
2017-01-05,1918.3328981723237
2017-01-06,1879.3217821782177
2017-01-09,1880.5315040650407
2017-01-10,1870.5306553911205
2017-01-11,1873.683026584867
2017-01-12,1882.034188034188
2017-01-13,1888.2805139186296
2017-01-16,1898.4591836734694
2017-01-17,1909.8796296296296
2017-01-18,1919.7203219315895
2017-01-19,1910.5445134575568
2017-01-20,1885.1334894613583
2017-01-23,1895.215536105033
2017-01-24,1897.847022587269
2017-01-25,1899.2470355731225
2017-01-26,1917.7444444444445
2017-01-27,1906.6153846153845
2017-01-30,1908.8349802371542
2017-01-31,1894.7407024793388
2017-02-01,1888.1273730684325
2017-02-02,1894.50916496945
2017-02-03,1882.1247401247401
2017-02-06,1883.3077709611453
2017-02-07,1881.3443708609273
2017-02-08,1874.7168539325842
2017-02-09,1866.7993630573249
2017-02-10,1862.8446866485015
2017-02-13,1863.1408163265305
2017-02-14,1852.3386454183267
2017-02-15,1855.881930184805
2017-02-16,1849.7537473233406
2017-02-17,1838.035343035343
2017-02-20,1815.7154334038055
2017-02-21,1817.441478439425
2017-02-22,1810.295761078998
2017-02-23,1785.5570824524314
2017-02-24,1788.3258706467661
2017-02-27,1748.5974025974026
2017-02-28,1729.986059479554
2017-03-01,1733.5065176908752
2017-03-02,1722.1185661764705
2017-03-03,1748.956866197183
2017-03-06,1735.9701492537313
2017-03-07,1727.6861510791366
2017-03-08,1726.5179211469533
2017-03-09,1738.3168316831684
2017-03-10,1725.064484126984
2017-03-13,1913.8088235294117
2017-03-14,1705.4364896073903
2017-03-15,1727.2061946902654
2017-03-16,1723.1778169014085
2017-03-17,1733.8626373626373
2017-03-20,1727.1459412780657
2017-03-21,1715.8585585585586
2017-03-22,1718.912389380531
2017-03-23,1703.0309278350514
2017-03-24,1742.5658578856153
2017-03-27,1699.7150205761318
2017-03-28,1684.4282178217823
2017-03-29,1681.7114285714285
2017-03-30,1707.9974747474748
2017-03-31,1723.7835443037975
2017-04-03,1704.287610619469
2017-04-04,1692.207805907173
2017-04-05,1699.048717948718
2017-04-06,1695.6570458404074
2017-04-07,1697.636288998358
2017-04-10,1693.2199074074074
2017-04-11,1678.088028169014
2017-04-12,1680.0946531791908
2017-04-13,1685.7079343365253
2017-04-14,1649.3654244306417
2017-04-17,1687.1373056994819
2017-04-18,1677.7321867321866
2017-04-19,1674.0906210392902
2017-04-20,1675.001275510204
2017-04-21,1671.8606770833333
2017-04-24,1676.276021080369
2017-04-25,1674.9291237113403
2017-04-26,1670.3019801980197
2017-04-27,1681.983448275862
2017-04-28,1671.9609375
2017-05-01,1638.843692870201
2017-05-02,1679.3570432357044
2017-05-03,1675.5808926080892
2017-05-04,1677.6716101694915
2017-05-05,1672.59305760709
2017-05-08,1670.3918083462133
2017-05-09,1683.546568627451
2017-05-10,1667.7054631828978
2017-05-11,1693.388888888889
2017-05-12,1696.362763915547
2017-05-15,1686.573872472784
2017-05-16,1675.0533661740558
2017-05-17,1679.0826645264847
2017-05-18,1673.6996726677578
2017-05-19,1674.5489220563848
2017-05-22,1658.4472789115646
2017-05-23,1672.1941176470589
2017-05-24,1668.6382450331125
2017-05-25,1671.7907662082514
2017-05-26,1668.9957264957266
2017-05-29,1661.955
2017-05-30,1654.8747810858144
2017-05-31,1650.4608378870673
2017-06-01,1659.1124497991968
2017-06-02,1659.9932432432433
2017-06-05,1648.6195372750642
2017-06-06,1656.2819706498951
2017-06-07,1650.8458498023715
2017-06-08,1649.296319018405
2017-06-09,1646.05694980695
2017-06-12,1655.7082585278276
2017-06-13,1669.7398936170214
2017-06-14,1653.8024911032028
2017-06-15,1654.4833333333333
2017-06-16,1651.317512274959
2017-06-19,1646.6770833333333
2017-06-20,1646.7768987341772
2017-06-21,1647.2672413793102
2017-06-22,1647.4622641509434
2017-06-23,1642.8902640264027
2017-06-26,1602.6332046332047
2017-06-27,1641.6256077795786
2017-06-28,1637.018456375839
2017-06-29,1648.6393581081081
2017-06-30,1646.357142857143
2017-07-03,1653.2579081632653
2017-07-04,1630.6888888888889
2017-07-05,1631.522804054054
2017-07-06,1618.349087893864
2017-07-07,1633.1425460636515
2017-07-10,1640.1269296740995
2017-07-11,1635.0802861685215
2017-07-12,1637.828006589786
2017-07-13,1641.6152037617555
2017-07-14,1652.797077922078
2017-07-17,1648.0383411580594
2017-07-18,1648.9992592592594
