treated_mean_d_share,control_mean_d_share,mean_share_treated_minus_control,treated_mean_d_hl,control_mean_d_hl,mean_hl_treated_minus_control,n_treated
-0.1428571428571429,0.04464285714285711,-0.1875,1.6675857180339626,-0.15066124816191365,1.8182469661958762,4
