"Date","Price","Open","High","Low","Vol.","Change %"
"14-10-2025","13,836.00","13,920.00","14,372.00","13,722.00","8.85K","2.04%"
"13-10-2025","13,560.00","12,652.00","13,560.00","12,652.00","4.90K","5.99%"
"10-10-2025","12,794.00","12,680.00","12,978.00","12,614.00","2.38K","1.06%"
"09-10-2025","12,660.00","12,430.00","12,720.00","12,430.00","2.36K","1.67%"
"08-10-2025","12,452.00","12,390.00","12,576.00","12,372.00","2.85K","0.60%"
"07-10-2025","12,378.00","12,380.00","12,460.00","12,250.00","1.74K","0.13%"
"06-10-2025","12,362.00","12,166.00","12,408.00","12,072.00","1.42K","-0.71%"
"03-10-2025","12,450.00","12,422.00","12,594.00","12,362.00","2.30K","-0.40%"
"01-10-2025","12,500.00","12,800.00","12,800.00","12,266.00","5.06K","-2.16%"
"30-09-2025","12,776.00","12,650.00","12,882.00","12,432.00","2.00K","-0.45%"
"29-09-2025","12,834.00","12,902.00","13,176.00","12,740.00","1.89K","1.13%"
"26-09-2025","12,690.00","12,700.00","12,764.00","12,620.00","0.40K","-0.16%"
"25-09-2025","12,710.00","12,578.00","12,800.00","12,566.00","0.76K","0.87%"
"24-09-2025","12,600.00","12,590.00","12,676.00","12,560.00","0.75K","0.27%"
"23-09-2025","12,566.00","12,640.00","12,642.00","12,520.00","1.16K","-0.65%"
"22-09-2025","12,648.00","12,700.00","12,838.00","12,602.00","0.66K","-0.08%"
"19-09-2025","12,658.00","12,400.00","12,888.00","12,352.00","0.82K","1.92%"
"18-09-2025","12,420.00","12,398.00","12,478.00","12,398.00","0.21K","0.34%"
"17-09-2025","12,378.00","12,490.00","12,610.00","12,362.00","0.36K","0.18%"
"16-09-2025","12,356.00","12,550.00","12,652.00","12,300.00","0.22K","-1.87%"
"15-09-2025","12,592.00","12,638.00","12,676.00","12,510.00","0.25K","-0.44%"
"12-09-2025","12,648.00","12,740.00","12,938.00","12,520.00","0.54K","-1.68%"
"11-09-2025","12,864.00","13,020.00","13,180.00","12,762.00","0.97K","0.02%"
"10-09-2025","12,862.00","12,480.00","13,040.00","12,480.00","0.79K","4.42%"
"09-09-2025","12,318.00","12,110.00","12,444.00","12,000.00","0.16K","-0.61%"
"08-09-2025","12,394.00","12,372.00","12,580.00","12,352.00","0.12K","-0.37%"
"05-09-2025","12,440.00","12,620.00","12,620.00","12,270.00","0.25K","-1.86%"
"04-09-2025","12,676.00","12,502.00","12,788.00","12,502.00","0.32K","0.70%"
"03-09-2025","12,588.00","12,252.00","12,620.00","12,210.00","0.47K","0.95%"
"02-09-2025","12,470.00","12,604.00","12,900.00","12,180.00","1.22K","-2.40%"
"01-09-2025","12,776.00","13,468.00","13,540.00","12,764.00","1.23K","-5.91%"
"29-08-2025","13,578.00","13,790.00","13,790.00","13,520.00","0.15K","0.41%"
"28-08-2025","13,522.00","13,410.00","13,650.00","13,310.00","0.13K","0.49%"
"26-08-2025","13,456.00","13,654.00","13,654.00","13,410.00","0.39K","-1.64%"
"25-08-2025","13,680.00","13,634.00","13,740.00","13,634.00","0.09K","-0.04%"
"22-08-2025","13,686.00","13,634.00","13,718.00","13,614.00","0.15K","0.47%"
"21-08-2025","13,622.00","13,592.00","13,650.00","13,592.00","0.30K","1.46%"
"20-08-2025","13,426.00","13,300.00","13,690.00","13,300.00","1.78K","0.63%"
"19-08-2025","13,342.00","13,236.00","13,368.00","13,230.00","1.24K","0.88%"
"18-08-2025","13,226.00","13,440.00","13,440.00","13,130.00","3.71K","-1.31%"
"14-08-2025","13,402.00","13,400.00","13,528.00","13,264.00","6.57K","-0.62%"
"13-08-2025","13,486.00","13,102.00","13,520.00","12,900.00","5.97K","2.49%"
"12-08-2025","13,158.00","13,170.00","13,216.00","13,110.00","2.21K","-0.36%"
"11-08-2025","13,206.00","13,348.00","13,378.00","13,112.00","2.03K","-0.84%"
"08-08-2025","13,318.00","13,282.00","13,392.00","13,240.00","1.28K","-0.45%"
"07-08-2025","13,378.00","13,626.00","13,638.00","13,276.00","4.49K","-1.60%"
"06-08-2025","13,596.00","13,448.00","13,628.00","13,430.00","1.65K","0.85%"
"05-08-2025","13,482.00","13,450.00","13,506.00","13,400.00","1.95K","0.01%"
"04-08-2025","13,480.00","13,540.00","13,634.00","13,452.00","2.12K","0.03%"
"01-08-2025","13,476.00","13,100.00","13,654.00","13,064.00","5.33K","2.60%"
"31-07-2025","13,134.00","13,272.00","13,358.00","13,110.00","1.18K","-1.68%"
"30-07-2025","13,358.00","13,540.00","13,540.00","13,122.00","0.86K","0.41%"
"29-07-2025","13,304.00","13,274.00","13,442.00","13,152.00","1.07K","-0.22%"
"28-07-2025","13,334.00","13,202.00","13,370.00","13,028.00","0.54K","0.23%"
"25-07-2025","13,304.00","13,554.00","13,554.00","13,200.00","0.73K","-1.73%"
"24-07-2025","13,538.00","13,336.00","13,564.00","13,336.00","0.17K","0.01%"
"23-07-2025","13,536.00","13,580.00","13,580.00","13,482.00","0.09K","-0.25%"
"22-07-2025","13,570.00","13,830.00","13,830.00","13,482.00","0.26K","0.52%"
"21-07-2025","13,500.00","13,502.00","13,646.00","13,492.00","0.21K","-0.72%"
"18-07-2025","13,598.00","13,600.00","13,618.00","13,566.00","0.15K","-0.16%"
"17-07-2025","13,620.00","13,530.00","13,846.00","13,200.00","0.65K","-0.12%"
"16-07-2025","13,636.00","13,854.00","13,856.00","13,612.00","0.38K","-1.66%"
"15-07-2025","13,866.00","13,620.00","13,900.00","13,620.00","0.17K","0.81%"
"14-07-2025","13,754.00","13,880.00","14,024.00","13,712.00","0.71K","-0.13%"
"11-07-2025","13,772.00","13,750.00","13,832.00","13,608.00","0.55K","0.39%"
"10-07-2025","13,718.00","13,700.00","13,862.00","13,520.00","0.83K","1.12%"
"09-07-2025","13,566.00","13,620.00","13,650.00","13,452.00","0.38K","0.50%"
"08-07-2025","13,498.00","13,540.00","13,600.00","13,232.00","0.46K","0.48%"
"07-07-2025","13,434.00","13,520.00","13,950.00","13,300.00","1.75K","-2.07%"
"04-07-2025","13,718.00","13,802.00","13,990.00","13,642.00","0.55K","-1.56%"
"03-07-2025","13,936.00","14,214.00","14,370.00","13,722.00","1.02K","-2.49%"
"02-07-2025","14,292.00","14,334.00","14,340.00","14,222.00","0.17K","-2.06%"
"01-07-2025","14,592.00","14,340.00","14,628.00","14,334.00","0.29K","1.39%"
"30-06-2025","14,392.00","14,470.00","14,470.00","14,314.00","0.13K","-1.05%"
"27-06-2025","14,544.00","14,470.00","14,880.00","14,402.00","0.66K","1.30%"
"26-06-2025","14,358.00","14,180.00","14,400.00","14,106.00","1.00K","0.89%"
"25-06-2025","14,232.00","14,662.00","14,674.00","14,162.00","1.06K","-3.32%"
"24-06-2025","14,720.00","14,700.00","14,800.00","14,662.00","0.42K","0.51%"
"23-06-2025","14,646.00","14,624.00","14,730.00","14,596.00","0.63K","2.68%"
"20-06-2025","14,264.00","14,140.00","14,320.00","14,050.00","1.43K","0.68%"
"19-06-2025","14,168.00","14,300.00","14,350.00","14,140.00","1.33K","-0.94%"
"18-06-2025","14,302.00","14,448.00","14,490.00","14,258.00","3.58K","-1.01%"
"17-06-2025","14,448.00","14,500.00","14,650.00","14,408.00","1.87K","-0.40%"
"16-06-2025","14,506.00","14,570.00","14,792.00","14,300.00","2.55K","-1.41%"
"13-06-2025","14,714.00","14,850.00","14,862.00","14,700.00","2.60K","-0.58%"
"12-06-2025","14,800.00","14,826.00","15,050.00","14,604.00","3.44K","-0.44%"
"11-06-2025","14,866.00","14,758.00","15,020.00","14,700.00","2.81K","0.73%"
"10-06-2025","14,758.00","15,132.00","15,206.00","14,540.00","4.27K","-2.04%"
"09-06-2025","15,066.00","14,910.00","15,146.00","14,800.00","4.05K","1.05%"
"06-06-2025","14,910.00","14,550.00","14,994.00","14,262.00","5.75K","2.33%"
"05-06-2025","14,570.00","14,230.00","14,670.00","14,118.00","3.74K","2.45%"
"04-06-2025","14,222.00","13,944.00","14,300.00","13,850.00","2.77K","1.82%"
"03-06-2025","13,968.00","14,000.00","14,138.00","13,812.00","0.95K","-0.27%"
"02-06-2025","14,006.00","14,402.00","14,502.00","13,878.00","1.55K","-2.94%"
"30-05-2025","14,430.00","14,302.00","14,618.00","14,242.00","1.01K","1.48%"
"29-05-2025","14,220.00","14,100.00","14,300.00","14,058.00","1.30K","1.20%"
"28-05-2025","14,052.00","13,780.00","14,100.00","13,780.00","0.73K","1.40%"
"27-05-2025","13,858.00","13,934.00","13,988.00","13,850.00","0.87K","-0.72%"
"26-05-2025","13,958.00","14,042.00","14,098.00","13,910.00","0.49K","-2.16%"
"23-05-2025","14,266.00","14,254.00","14,302.00","14,200.00","0.10K","-0.08%"
"22-05-2025","14,278.00","14,554.00","14,600.00","14,156.00","0.25K","-1.46%"
"21-05-2025","14,490.00","14,650.00","14,650.00","14,398.00","0.72K","-1.07%"
"20-05-2025","14,646.00","14,514.00","14,758.00","14,340.00","2.59K","0.49%"
"19-05-2025","14,574.00","14,600.00","14,646.00","14,452.00","1.50K","-0.41%"
"16-05-2025","14,634.00","14,492.00","14,960.00","14,452.00","4.02K","1.02%"
"15-05-2025","14,486.00","14,370.00","14,540.00","14,192.00","2.13K","0.01%"
"14-05-2025","14,484.00","14,598.00","14,610.00","14,362.00","1.56K","-0.22%"
"13-05-2025","14,516.00","14,198.00","14,610.00","14,174.00","3.43K","2.83%"
"12-05-2025","14,116.00","13,900.00","14,230.00","13,820.00","4.68K","3.61%"
"09-05-2025","13,624.00","13,832.00","13,832.00","13,182.00","7.38K","-2.08%"
"08-05-2025","13,914.00","13,960.00","14,240.00","13,850.00","4.34K","-0.61%"
"07-05-2025","14,000.00","13,870.00","14,070.00","13,802.00","2.91K","0.49%"
"06-05-2025","13,932.00","14,004.00","14,004.00","13,654.00","5.26K","-0.90%"
"05-05-2025","14,058.00","14,310.00","14,464.00","14,004.00","3.61K","-3.28%"
"02-05-2025","14,534.00","14,350.00","14,792.00","14,260.00","2.34K","2.18%"
"30-04-2025","14,224.00","13,966.00","14,398.00","13,850.00","2.97K","1.86%"
"29-04-2025","13,964.00","14,100.00","14,296.00","13,880.00","1.94K","-1.59%"
"28-04-2025","14,190.00","14,220.00","14,510.00","14,006.00","0.88K","-1.29%"
"25-04-2025","14,376.00","14,566.00","14,572.00","14,272.00","0.71K","-2.00%"
"24-04-2025","14,670.00","14,958.00","15,016.00","14,550.00","0.67K","-1.03%"
"23-04-2025","14,822.00","14,816.00","15,220.00","14,612.00","1.32K","-2.61%"
"22-04-2025","15,220.00","15,430.00","16,080.00","14,948.00","1.70K","-0.35%"
"21-04-2025","15,274.00","15,680.00","15,680.00","15,086.00","0.44K","0.49%"
"17-04-2025","15,200.00","15,044.00","15,390.00","14,720.00","2.43K","1.69%"
"16-04-2025","14,948.00","15,048.00","15,262.00","14,730.00","1.68K","-0.33%"
"15-04-2025","14,998.00","14,370.00","15,316.00","14,370.00","5.16K","3.05%"
"11-04-2025","14,554.00","14,396.00","14,968.00","14,090.00","7.79K","3.06%"
"09-04-2025","14,122.00","14,200.00","14,300.00","13,534.00","4.65K","-0.93%"
"08-04-2025","14,254.00","14,052.00","14,700.00","13,710.00","3.91K","0.61%"
"07-04-2025","14,168.00","15,000.00","15,080.00","14,158.00","4.29K","-5.92%"
"04-04-2025","15,060.00","14,930.00","15,440.00","14,880.00","4.00K","-0.12%"
"03-04-2025","15,078.00","15,500.00","15,634.00","14,900.00","7.48K","0.29%"
"02-04-2025","15,034.00","14,510.00","15,034.00","14,500.00","2.24K","5.99%"
"01-04-2025","14,184.00","13,640.00","14,184.00","13,640.00","2.24K","5.99%"
"28-03-2025","13,382.00","13,480.00","13,590.00","13,340.00","1.10K","-0.16%"
"27-03-2025","13,404.00","13,252.00","13,634.00","13,164.00","4.26K","0.99%"
"26-03-2025","13,272.00","13,300.00","13,616.00","13,170.00","3.51K","-0.66%"
"25-03-2025","13,360.00","13,082.00","13,434.00","13,002.00","4.19K","1.58%"
"24-03-2025","13,152.00","13,710.00","13,856.00","13,000.00","3.89K","-2.46%"
"21-03-2025","13,484.00","13,300.00","13,700.00","13,300.00","3.60K","2.21%"
"20-03-2025","13,192.00","12,684.00","13,300.00","12,602.00","3.12K","3.03%"
"19-03-2025","12,804.00","12,700.00","12,972.00","12,532.00","1.56K","1.15%"
"18-03-2025","12,658.00","12,490.00","12,766.00","12,350.00","1.68K","2.21%"
"17-03-2025","12,384.00","11,790.00","12,392.00","11,790.00","2.79K","5.92%"
"13-03-2025","11,692.00","11,364.00","11,928.00","11,296.00","1.75K","1.85%"
"12-03-2025","11,480.00","11,622.00","11,668.00","11,446.00","0.92K","-1.70%"
"11-03-2025","11,678.00","11,336.00","11,720.00","11,336.00","1.28K","2.24%"
"10-03-2025","11,422.00","11,734.00","11,734.00","11,282.00","1.90K","-3.15%"
"07-03-2025","11,794.00","11,878.00","11,900.00","11,740.00","0.36K","-1.52%"
"06-03-2025","11,976.00","11,790.00","12,006.00","11,790.00","0.39K","2.03%"
"05-03-2025","11,738.00","11,938.00","11,938.00","11,676.00","0.79K","-2.64%"
"04-03-2025","12,056.00","12,176.00","12,192.00","12,002.00","0.25K","-0.86%"
"03-03-2025","12,160.00","12,236.00","12,296.00","12,100.00","0.38K","-1.78%"
"28-02-2025","12,380.00","12,444.00","12,522.00","12,322.00","0.32K","-0.18%"
"27-02-2025","12,402.00","12,282.00","12,750.00","12,076.00","1.10K","0.39%"
"25-02-2025","12,354.00","12,368.00","12,528.00","12,262.00","0.49K","-0.61%"
"24-02-2025","12,430.00","12,850.00","12,850.00","12,256.00","0.76K","-4.41%"
"21-02-2025","13,004.00","13,032.00","13,078.00","12,934.00","0.13K","-0.60%"
"20-02-2025","13,082.00","12,806.00","13,100.00","12,606.00","0.76K","2.33%"
"19-02-2025","12,784.00","12,750.00","12,860.00","12,680.00","0.41K","-0.53%"
"18-02-2025","12,852.00","12,038.00","12,900.00","12,038.00","0.79K","2.50%"
"17-02-2025","12,538.00","12,656.00","12,658.00","12,396.00","0.47K","-0.85%"
"14-02-2025","12,646.00","12,600.00","12,974.00","12,304.00","0.78K","-1.33%"
"13-02-2025","12,816.00","13,050.00","13,056.00","12,780.00","0.54K","-2.42%"
"12-02-2025","13,134.00","13,044.00","13,170.00","13,044.00","0.08K","-0.06%"
"11-02-2025","13,142.00","13,102.00","13,190.00","13,040.00","0.18K","-0.42%"
"10-02-2025","13,198.00","13,256.00","13,318.00","13,130.00","0.12K","-1.83%"
"07-02-2025","13,444.00","13,578.00","13,578.00","13,350.00","0.21K","-0.19%"
"06-02-2025","13,470.00","13,356.00","13,558.00","13,260.00","0.40K","2.79%"
"05-02-2025","13,104.00","13,106.00","13,150.00","13,058.00","0.04K","-0.85%"
"04-02-2025","13,216.00","13,202.00","13,242.00","12,912.00","0.34K","0.65%"
"03-02-2025","13,130.00","13,022.00","13,214.00","12,944.00","0.18K","-0.44%"
"01-02-2025","13,188.00","13,118.00","13,250.00","13,046.00","0.13K","0.26%"
"31-01-2025","13,154.00","13,434.00","13,498.00","13,000.00","0.39K","-2.53%"
"30-01-2025","13,496.00","13,674.00","13,696.00","13,422.00","0.31K","-1.30%"
"29-01-2025","13,674.00","13,276.00","13,690.00","13,260.00","0.40K","3.04%"
"28-01-2025","13,270.00","13,448.00","13,450.00","13,170.00","0.28K","-1.07%"
"27-01-2025","13,414.00","13,578.00","13,600.00","13,196.00","0.33K","-1.76%"
"24-01-2025","13,654.00","13,810.00","13,820.00","13,574.00","0.31K","-0.91%"
"23-01-2025","13,780.00","14,144.00","14,144.00","13,542.00","0.68K","-3.30%"
"22-01-2025","14,250.00","14,352.00","14,352.00","14,142.00","0.08K","1.04%"
"21-01-2025","14,104.00","14,058.00","14,352.00","14,010.00","0.15K","0.97%"
"20-01-2025","13,968.00","13,984.00","14,028.00","13,940.00","0.16K","-0.37%"
"17-01-2025","14,020.00","14,350.00","14,350.00","14,000.00","0.37K","-2.41%"
"16-01-2025","14,366.00","14,318.00","14,420.00","14,302.00","0.16K","0.38%"
"15-01-2025","14,312.00","14,500.00","14,650.00","14,200.00","0.20K","-1.49%"
"14-01-2025","14,528.00","14,484.00","14,640.00","14,250.00","0.27K","-0.07%"
