commodity,pre_alpha,pre_beta,pre_persist,pre_uncond_vol,post_alpha,post_beta,post_persist,post_uncond_vol
wheat,0.23970911801481928,0.7602908819551143,0.9999999999699336,452867.59141509153,0.27086690827511906,0.7006555360838719,0.9715224443589909,14.610684716276454
chana,0.20065135032455927,0.7993486496754407,1.0,,0.9798725112228033,0.0201274887791575,1.0000000000019609,
guar,0.3082072175743604,0.6917927828803581,1.0000000004547185,,0.30991473619790766,0.6626790942926365,0.9725938304905442,146.01908847253415
castor,0.48421742976533644,0.4640419381019287,0.9482593678672651,91.33320349298177,0.04855673329246232,0.9376693957589567,0.986226129051419,52.64937996266346
turmeric,0.399837049517459,0.08809456510721708,0.4879316146246761,131.6005031660278,0.6960415505358168,0.3039584494684904,1.0000000000043072,
jeera,0.9652417294975506,0.03475827050244932,0.9999999999999999,6357607137.677605,0.5852634087530741,0.29176744277313726,0.8770308515262114,87.27799233499452
cotton,0.1970277613117143,0.8029722386897045,1.0000000000014189,,0.15158143447111128,0.8484185654559246,0.9999999999270359,357673.288162852
guarseed413,0.3134831859173252,0.5868415599672718,0.9003247458845971,30.82463562480324,0.39313584686318376,0.4537996169167668,0.8469354637799505,46.226457247801235
