Date,Price,Open,High,Low,Vol.,Change %,Open Interest,Contract Expiry,Days To Expiry,Roll Day
17-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,136,0
14-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,139,0
13-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,140,0
12-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,141,0
11-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,142,0
10-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,143,0
07-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,146,0
06-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,147,0
05-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,148,0
04-07-2023,56700.0,0.0,0.0,0.0,0,0.00%,0,30Nov2023,149,0
03-07-2023,56700.0,0.0,0.0,0.0,0,-0.70%,0,30Nov2023,150,1
30-06-2023,57100.0,56780.0,57400.0,56400.0,46,1.93%,329,31Aug2023,62,0
29-06-2023,56020.0,56200.0,56300.0,55900.0,9,0.57%,334,31Aug2023,63,0
28-06-2023,55700.0,55960.0,56040.0,55400.0,45,-0.54%,331,31Aug2023,64,0
27-06-2023,56000.0,55820.0,56300.0,55500.0,36,-0.11%,339,31Aug2023,65,0
26-06-2023,56060.0,56640.0,56720.0,55980.0,105,-1.72%,330,31Aug2023,66,0
23-06-2023,57040.0,57300.0,57500.0,56900.0,49,-1.08%,267,31Aug2023,69,0
22-06-2023,57660.0,58400.0,58400.0,57400.0,69,-1.44%,241,31Aug2023,70,0
21-06-2023,58500.0,58240.0,58600.0,58140.0,105,0.27%,194,31Aug2023,71,0
20-06-2023,58340.0,58360.0,58500.0,58200.0,30,-0.44%,112,31Aug2023,72,0
19-06-2023,58600.0,58200.0,58780.0,58200.0,34,-0.03%,97,31Aug2023,73,0
16-06-2023,58620.0,58800.0,58800.0,58500.0,16,-0.10%,72,31Aug2023,76,0
15-06-2023,58680.0,58700.0,59000.0,58200.0,19,0.34%,57,31Aug2023,77,0
14-06-2023,58480.0,59000.0,59000.0,58200.0,17,-1.08%,50,31Aug2023,78,0
