Date,Price,Open,High,Low,Vol.,Change %,Open Interest,Contract Expiry,Days To Expiry,Roll Day
30-09-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,0,0
29-09-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,1,0
26-09-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,4,0
25-09-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,5,0
24-09-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,6,0
23-09-2025,56000.0,0.0,0.0,0.0,0,-1.56%,0,30Sep2025,7,0
22-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,8,0
19-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,11,0
18-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,12,0
17-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,13,0
16-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,14,0
15-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,15,0
12-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,18,0
11-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,19,0
10-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,20,0
09-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,21,0
08-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,22,0
05-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,25,0
04-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,26,0
03-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,27,0
02-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,28,0
01-09-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,29,0
29-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,32,0
28-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,33,0
27-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,34,0
26-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,35,0
25-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,36,0
22-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,39,0
21-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,40,0
20-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,41,0
19-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,42,0
18-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,43,0
14-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,47,0
13-08-2025,56890.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,48,0
