Date,Price,Open,High,Low,Vol.,Change %,Open Interest,Contract Expiry,Days To Expiry,Roll Day
30-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,123,0
29-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,124,0
28-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,125,0
27-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,126,0
26-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,127,0
23-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,130,0
22-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,131,0
21-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,132,0
20-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,133,0
19-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,134,0
16-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,137,0
15-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,138,0
14-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,139,0
13-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,140,0
12-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,141,0
09-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,144,0
08-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,145,0
07-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,146,0
06-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,147,0
05-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,148,0
02-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,151,0
01-05-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,152,0
30-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,153,0
29-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,154,0
28-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,155,0
25-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,158,0
24-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,159,0
23-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,160,0
22-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,161,0
21-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,162,0
17-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,166,0
16-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,167,0
15-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,168,0
14-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,169,0
11-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,172,0
10-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,173,0
09-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,174,0
08-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,175,0
07-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,176,0
04-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,179,0
03-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,180,0
02-04-2025,57500.0,0.0,0.0,0.0,0,0.00%,0,30Sep2025,181,0
01-04-2025,57500.0,0.0,0.0,0.0,0,2.68%,0,30Sep2025,182,1
31-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,122,0
28-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,125,0
27-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,126,0
26-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,127,0
25-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,128,0
24-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,129,0
21-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,132,0
20-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,133,0
19-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,134,0
18-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,135,0
17-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,136,0
14-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,139,0
13-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,140,0
12-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,141,0
11-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,142,0
10-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,143,0
07-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,146,0
06-03-2025,56000.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,147,0
05-03-2025,56000.0,0.0,0.0,0.0,0,-2.10%,0,31Jul2025,148,0
04-03-2025,57200.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,149,0
03-03-2025,57200.0,0.0,0.0,0.0,0,0.00%,0,31Jul2025,150,0
